

=== Predictions on test data ===

    inst#     actual  predicted error prediction
    24890        1:?   1:lncRNA       0.863 
    24891        1:?   1:lncRNA       0.863 
    24892        1:?   1:lncRNA       0.852 
    24893        1:?   1:lncRNA       0.852 
    24894        1:?     2:mRNA       1 
    24895        1:?   1:lncRNA       0.863 
    24896        1:?   1:lncRNA       0.863 
    24897        1:?   1:lncRNA       0.863 
    24898        1:?   1:lncRNA       0.863 
    24899        1:?   1:lncRNA       0.929 
    24900        1:?   1:lncRNA       0.852 
    24901        1:?   1:lncRNA       0.852 
    24902        1:?   1:lncRNA       0.863 
    24903        1:?   1:lncRNA       0.863 
    24904        1:?   1:lncRNA       0.863 
    24905        1:?   1:lncRNA       0.863 
    24906        1:?   1:lncRNA       0.852 
    24907        1:?   1:lncRNA       0.852 
    24908        1:?   1:lncRNA       0.852 
    24909        1:?     2:mRNA       1 
    24910        1:?   1:lncRNA       0.863 
    24911        1:?   1:lncRNA       0.782 
    24912        1:?   1:lncRNA       0.852 
    24913        1:?   1:lncRNA       0.852 
    24914        1:?   1:lncRNA       0.763 
    24915        1:?   1:lncRNA       0.763 
    24916        1:?   1:lncRNA       0.763 
    24917        1:?   1:lncRNA       0.782 
    24918        1:?   1:lncRNA       0.697 
    24919        1:?   1:lncRNA       0.825 
    24920        1:?   1:lncRNA       0.852 
    24921        1:?   1:lncRNA       0.852 
    24922        1:?   1:lncRNA       0.852 
    24923        1:?   1:lncRNA       0.863 
    24924        1:?   1:lncRNA       0.852 
    24925        1:?   1:lncRNA       0.863 
    24926        1:?   1:lncRNA       0.852 
    24927        1:?     2:mRNA       0.596 
    24928        1:?     2:mRNA       0.596 
    24929        1:?     2:mRNA       1 
    24930        1:?     2:mRNA       1 
    24931        1:?   1:lncRNA       0.863 
    24932        1:?     2:mRNA       1 
    24933        1:?   1:lncRNA       0.863 
    24934        1:?   1:lncRNA       0.852 
    24935        1:?     2:mRNA       1 
    24936        1:?     2:mRNA       1 
    24937        1:?     2:mRNA       1 
    24938        1:?   1:lncRNA       0.852 
    24939        1:?   1:lncRNA       0.852 
    24940        1:?   1:lncRNA       0.852 
    24941        1:?   1:lncRNA       0.852 
    24942        1:?     2:mRNA       1 
    24943        1:?     2:mRNA       0.596 
    24944        1:?     2:mRNA       0.596 
    24945        1:?   1:lncRNA       0.782 
    24946        1:?   1:lncRNA       0.863 
    24947        1:?   1:lncRNA       0.863 
    24948        1:?   1:lncRNA       0.852 
    24949        1:?   1:lncRNA       0.852 
    24950        1:?   1:lncRNA       0.863 
    24951        1:?   1:lncRNA       0.852 
    24952        1:?   1:lncRNA       0.852 
    24953        1:?   1:lncRNA       0.852 
    24954        1:?   1:lncRNA       0.697 
    24955        1:?   1:lncRNA       0.863 
    24956        1:?   1:lncRNA       0.852 
    24957        1:?   1:lncRNA       0.863 
    24958        1:?   1:lncRNA       0.863 
    24959        1:?   1:lncRNA       0.782 
    24960        1:?   1:lncRNA       0.852 
    24961        1:?     2:mRNA       1 
    24962        1:?   1:lncRNA       0.852 
    24963        1:?   1:lncRNA       0.852 
    24964        1:?   1:lncRNA       0.863 
    24965        1:?   1:lncRNA       0.852 
    24966        1:?   1:lncRNA       0.852 
    24967        1:?   1:lncRNA       0.863 
    24968        1:?   1:lncRNA       0.863 
    24969        1:?   1:lncRNA       0.852 
    24970        1:?   1:lncRNA       0.863 
    24971        1:?   1:lncRNA       0.863 
    24972        1:?   1:lncRNA       0.863 
    24973        1:?     2:mRNA       1 
    24974        1:?     2:mRNA       1 
    24975        1:?   1:lncRNA       0.863 
    24976        1:?   1:lncRNA       0.863 
    24977        1:?   1:lncRNA       0.863 
    24978        1:?     2:mRNA       1 
    24979        1:?     2:mRNA       1 
    24980        1:?     2:mRNA       1 
    24981        1:?     2:mRNA       1 
    24982        1:?     2:mRNA       1 
    24983        1:?     2:mRNA       1 
    24984        1:?   1:lncRNA       0.863 
    24985        1:?     2:mRNA       1 
    24986        1:?     2:mRNA       1 
    24987        1:?     2:mRNA       1 
    24988        1:?     2:mRNA       1 
    24989        1:?   1:lncRNA       0.852 
    24990        1:?     2:mRNA       1 
    24991        1:?   1:lncRNA       0.852 
    24992        1:?   1:lncRNA       0.782 
    24993        1:?     2:mRNA       0.596 
    24994        1:?     2:mRNA       0.596 
    24995        1:?     2:mRNA       0.596 
    24996        1:?     2:mRNA       0.596 
    24997        1:?     2:mRNA       0.596 
    24998        1:?     2:mRNA       0.596 
    24999        1:?     2:mRNA       0.596 
    25000        1:?     2:mRNA       0.596 
    25001        1:?     2:mRNA       0.596 
    25002        1:?     2:mRNA       0.596 
    25003        1:?     2:mRNA       0.596 
    25004        1:?     2:mRNA       0.596 
    25005        1:?     2:mRNA       0.596 
    25006        1:?     2:mRNA       0.596 
    25007        1:?   1:lncRNA       0.697 
    25008        1:?     2:mRNA       1 
    25009        1:?   1:lncRNA       0.852 
    25010        1:?   1:lncRNA       0.782 
    25011        1:?   1:lncRNA       0.782 
    25012        1:?   1:lncRNA       0.782 
    25013        1:?     2:mRNA       1 
    25014        1:?     2:mRNA       1 
    25015        1:?     2:mRNA       1 
    25016        1:?   1:lncRNA       0.852 
    25017        1:?   1:lncRNA       0.852 
    25018        1:?     2:mRNA       1 
    25019        1:?   1:lncRNA       0.863 
    25020        1:?     2:mRNA       0.596 
    25021        1:?     2:mRNA       0.596 
    25022        1:?   1:lncRNA       0.863 
    25023        1:?   1:lncRNA       0.863 
    25024        1:?     2:mRNA       1 
    25025        1:?   1:lncRNA       0.863 
    25026        1:?   1:lncRNA       0.852 
    25027        1:?   1:lncRNA       0.782 
    25028        1:?   1:lncRNA       0.782 
    25029        1:?   1:lncRNA       0.782 
    25030        1:?   1:lncRNA       0.863 
    25031        1:?   1:lncRNA       0.852 
    25032        1:?   1:lncRNA       0.852 
    25033        1:?   1:lncRNA       0.852 
    25034        1:?   1:lncRNA       0.852 
    25035        1:?   1:lncRNA       0.852 
    25036        1:?     2:mRNA       1 
    25037        1:?   1:lncRNA       0.863 
    25038        1:?     2:mRNA       1 
    25039        1:?   1:lncRNA       0.825 
    25040        1:?   1:lncRNA       0.825 
    25041        1:?     2:mRNA       0.596 
    25042        1:?   1:lncRNA       0.825 
    25043        1:?   1:lncRNA       0.825 
    25044        1:?   1:lncRNA       0.825 
    25045        1:?   1:lncRNA       0.825 
    25046        1:?   1:lncRNA       0.825 
    25047        1:?   1:lncRNA       0.825 
    25048        1:?   1:lncRNA       0.825 
    25049        1:?     2:mRNA       0.596 
    25050        1:?     2:mRNA       0.596 
    25051        1:?     2:mRNA       1 
    25052        1:?   1:lncRNA       0.863 
    25053        1:?   1:lncRNA       0.863 
    25054        1:?   1:lncRNA       0.863 
    25055        1:?   1:lncRNA       0.852 
    25056        1:?     2:mRNA       1 
    25057        1:?     2:mRNA       1 
    25058        1:?     2:mRNA       1 
    25059        1:?   1:lncRNA       0.852 
    25060        1:?     2:mRNA       1 
    25061        1:?   1:lncRNA       0.852 
    25062        1:?   1:lncRNA       0.782 
    25063        1:?   1:lncRNA       0.863 
    25064        1:?   1:lncRNA       0.852 
    25065        1:?   1:lncRNA       0.863 
    25066        1:?     2:mRNA       0.596 
    25067        1:?     2:mRNA       0.596 
    25068        1:?     2:mRNA       0.596 
    25069        1:?     2:mRNA       0.596 
    25070        1:?     2:mRNA       0.596 
    25071        1:?     2:mRNA       1 
    25072        1:?     2:mRNA       0.596 
    25073        1:?     2:mRNA       1 
    25074        1:?     2:mRNA       1 
    25075        1:?     2:mRNA       0.596 
    25076        1:?   1:lncRNA       0.863 
    25077        1:?   1:lncRNA       0.852 
    25078        1:?   1:lncRNA       0.863 
    25079        1:?     2:mRNA       0.596 
    25080        1:?   1:lncRNA       0.863 
    25081        1:?   1:lncRNA       0.852 
    25082        1:?   1:lncRNA       0.852 
    25083        1:?   1:lncRNA       0.852 
    25084        1:?     2:mRNA       1 
    25085        1:?   1:lncRNA       0.863 
    25086        1:?     2:mRNA       0.596 
    25087        1:?   1:lncRNA       0.863 
    25088        1:?     2:mRNA       0.596 
    25089        1:?     2:mRNA       0.596 
    25090        1:?   1:lncRNA       0.852 
    25091        1:?   1:lncRNA       0.852 
    25092        1:?   1:lncRNA       0.852 
    25093        1:?     2:mRNA       1 
    25094        1:?     2:mRNA       1 
    25095        1:?   1:lncRNA       0.852 
    25096        1:?   1:lncRNA       0.852 
    25097        1:?   1:lncRNA       0.852 
    25098        1:?   1:lncRNA       0.852 
    25099        1:?   1:lncRNA       0.863 
    25100        1:?     2:mRNA       1 
    25101        1:?     2:mRNA       1 
    25102        1:?     2:mRNA       0.596 
    25103        1:?     2:mRNA       0.596 
    25104        1:?     2:mRNA       0.596 
    25105        1:?   1:lncRNA       0.852 
    25106        1:?     2:mRNA       1 
    25107        1:?     2:mRNA       1 
    25108        1:?     2:mRNA       1 
    25109        1:?     2:mRNA       1 
    25110        1:?     2:mRNA       1 
    25111        1:?     2:mRNA       0.596 
    25112        1:?     2:mRNA       0.596 
    25113        1:?     2:mRNA       0.596 
    25114        1:?     2:mRNA       0.596 
    25115        1:?   1:lncRNA       0.863 
    25116        1:?   1:lncRNA       0.863 
    25117        1:?   1:lncRNA       0.782 
    25118        1:?   1:lncRNA       0.852 
    25119        1:?   1:lncRNA       0.852 
    25120        1:?   1:lncRNA       0.825 
    25121        1:?   1:lncRNA       0.697 
    25122        1:?   1:lncRNA       0.863 
    25123        1:?     2:mRNA       1 
    25124        1:?   1:lncRNA       0.863 
    25125        1:?   1:lncRNA       0.863 
    25126        1:?   1:lncRNA       0.852 
    25127        1:?     2:mRNA       0.596 
    25128        1:?     2:mRNA       1 
    25129        1:?   1:lncRNA       0.852 
    25130        1:?   1:lncRNA       0.852 
    25131        1:?     2:mRNA       1 
    25132        1:?     2:mRNA       1 
    25133        1:?     2:mRNA       1 
    25134        1:?   1:lncRNA       0.863 
    25135        1:?   1:lncRNA       0.863 
    25136        1:?   1:lncRNA       0.955 
    25137        1:?   1:lncRNA       0.852 
    25138        1:?   1:lncRNA       0.955 
    25139        1:?   1:lncRNA       0.852 
    25140        1:?   1:lncRNA       0.852 
    25141        1:?     2:mRNA       1 
    25142        1:?   1:lncRNA       0.782 
    25143        1:?     2:mRNA       1 
    25144        1:?     2:mRNA       1 
    25145        1:?   1:lncRNA       0.863 
    25146        1:?   1:lncRNA       0.863 
    25147        1:?   1:lncRNA       0.863 
    25148        1:?   1:lncRNA       0.852 
    25149        1:?   1:lncRNA       0.852 
    25150        1:?   1:lncRNA       0.852 
    25151        1:?   1:lncRNA       0.852 
    25152        1:?   1:lncRNA       0.852 
    25153        1:?   1:lncRNA       0.852 
    25154        1:?   1:lncRNA       0.852 
    25155        1:?   1:lncRNA       0.955 
    25156        1:?     2:mRNA       1 
    25157        1:?   1:lncRNA       0.852 
    25158        1:?   1:lncRNA       0.852 
    25159        1:?   1:lncRNA       0.697 
    25160        1:?   1:lncRNA       0.782 
    25161        1:?   1:lncRNA       0.852 
    25162        1:?     2:mRNA       1 
    25163        1:?     2:mRNA       1 
    25164        1:?     2:mRNA       1 
    25165        1:?     2:mRNA       1 
    25166        1:?     2:mRNA       0.596 
    25167        1:?     2:mRNA       0.596 
    25168        1:?     2:mRNA       1 
    25169        1:?     2:mRNA       1 
    25170        1:?   1:lncRNA       0.852 
    25171        1:?   1:lncRNA       0.782 
    25172        1:?   1:lncRNA       0.852 
    25173        1:?     2:mRNA       1 
    25174        1:?   1:lncRNA       0.852 
    25175        1:?   1:lncRNA       0.863 
    25176        1:?     2:mRNA       1 
    25177        1:?   1:lncRNA       0.863 
    25178        1:?   1:lncRNA       0.863 
    25179        1:?   1:lncRNA       0.863 
    25180        1:?   1:lncRNA       0.697 
    25181        1:?   1:lncRNA       0.852 
    25182        1:?   1:lncRNA       0.863 
    25183        1:?   1:lncRNA       0.863 
    25184        1:?   1:lncRNA       0.863 
    25185        1:?     2:mRNA       1 
    25186        1:?     2:mRNA       1 
    25187        1:?     2:mRNA       1 
    25188        1:?     2:mRNA       1 
    25189        1:?   1:lncRNA       0.852 
    25190        1:?     2:mRNA       1 
    25191        1:?     2:mRNA       0.596 
    25192        1:?   1:lncRNA       0.852 
    25193        1:?   1:lncRNA       0.782 
    25194        1:?   1:lncRNA       0.852 
    25195        1:?   1:lncRNA       0.852 
    25196        1:?     2:mRNA       1 
    25197        1:?     2:mRNA       1 
    25198        1:?   1:lncRNA       0.782 
    25199        1:?   1:lncRNA       0.863 
    25200        1:?     2:mRNA       1 
    25201        1:?   1:lncRNA       0.863 
    25202        1:?   1:lncRNA       0.863 
    25203        1:?   1:lncRNA       0.852 
    25204        1:?     2:mRNA       1 
    25205        1:?     2:mRNA       1 
    25206        1:?   1:lncRNA       0.863 
    25207        1:?   1:lncRNA       0.852 
    25208        1:?     2:mRNA       1 
    25209        1:?   1:lncRNA       0.863 
    25210        1:?   1:lncRNA       0.852 
    25211        1:?   1:lncRNA       0.863 
    25212        1:?     2:mRNA       0.596 
    25213        1:?   1:lncRNA       0.76 
    25214        1:?     2:mRNA       1 
    25215        1:?     2:mRNA       1 
    25216        1:?   1:lncRNA       0.852 
    25217        1:?   1:lncRNA       0.863 
    25218        1:?     2:mRNA       1 
    25219        1:?   1:lncRNA       0.863 
    25220        1:?   1:lncRNA       0.863 
    25221        1:?   1:lncRNA       0.852 
    25222        1:?     2:mRNA       0.625 
